section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
DILR,DILR-3,2,mcsc,markdown,"Units sold during the month (number of packets)
| Product | Aria | Bani | Cera | Dovi |
|---|--:|--:|--:|--:|
| Tea | 120 | 200 | 150 | 180 |
| Coffee | 80 | 150 | 200 | 120 |
| Cocoa | 60 | 100 | 50 | 90 |

Selling price per packet (in rupees)
| Product | Price |
|---|--:|
| Tea | 20 |
| Coffee | 30 |
| Cocoa | 40 |

**What was the total sales revenue (in rupees) earned by store Cera from all three products?**",,230,,,,2,,12500,11000,10800,7200,,,DILR/di-table,0.5
DILR,DILR-3,3,mcsc,markdown,"Units sold during the month (number of packets)
| Product | Aria | Bani | Cera | Dovi |
|---|--:|--:|--:|--:|
| Tea | 120 | 200 | 150 | 180 |
| Coffee | 80 | 150 | 200 | 120 |
| Cocoa | 60 | 100 | 50 | 90 |

Selling price per packet (in rupees)
| Product | Price |
|---|--:|
| Tea | 20 |
| Coffee | 30 |
| Cocoa | 40 |

**What was the combined revenue (in rupees) from Tea across all four stores?**",,200,,,,4,,650,16500,11000,13000,,,DILR/di-table,0.5
DILR,DILR-3,4,mcsc,markdown,"Units sold during the month (number of packets)
| Product | Aria | Bani | Cera | Dovi |
|---|--:|--:|--:|--:|
| Tea | 120 | 200 | 150 | 180 |
| Coffee | 80 | 150 | 200 | 120 |
| Cocoa | 60 | 100 | 50 | 90 |

Selling price per packet (in rupees)
| Product | Price |
|---|--:|
| Tea | 20 |
| Coffee | 30 |
| Cocoa | 40 |

**In how many of the four stores did the total number of packets sold (all products combined) exceed 350?**",,220,,,,2,,4,3,1,2,,,DILR/di-table,0.5
DILR,DILR-4,1,mcsc,markdown,"Three investors, Priya, Rohan and Sara, each put a whole number of lakhs of rupees into a separate fund at the start of the year. The following facts are known:

- Together the three invested a total of 24 lakh.
- Rohan invested exactly twice as much as Priya.
- Sara invested 4 lakh more than Priya.

Over the year the funds gave these returns on the amount invested: Priya's fund returned 20%, Rohan's fund returned 10%, and Sara's fund returned 30%.

**How much did Rohan invest?**",,180,,,,2,,5 lakh,10 lakh,9 lakh,12 lakh,,,DILR/logic-investment,0.5
DILR,DILR-4,2,mcsc,markdown,"Three investors, Priya, Rohan and Sara, each put a whole number of lakhs of rupees into a separate fund at the start of the year. The following facts are known:

- Together the three invested a total of 24 lakh.
- Rohan invested exactly twice as much as Priya.
- Sara invested 4 lakh more than Priya.

Over the year the funds gave these returns on the amount invested: Priya's fund returned 20%, Rohan's fund returned 10%, and Sara's fund returned 30%.

**What was the combined amount invested by Priya and Sara together?**",,190,,,,4,,19 lakh,10 lakh,15 lakh,14 lakh,,,DILR/logic-investment,0.5
DILR,DILR-4,3,mcsc,markdown,"Three investors, Priya, Rohan and Sara, each put a whole number of lakhs of rupees into a separate fund at the start of the year. The following facts are known:

- Together the three invested a total of 24 lakh.
- Rohan invested exactly twice as much as Priya.
- Sara invested 4 lakh more than Priya.

Over the year the funds gave these returns on the amount invested: Priya's fund returned 20%, Rohan's fund returned 10%, and Sara's fund returned 30%.

**After the year's returns are added to the amounts invested, which investor ends with the largest total amount of money?**",,280,,,,2,,"Rohan and Sara end level, each with 11 lakh","Sara, with 11.7 lakh","Rohan, with 11 lakh","Priya, with 6 lakh",,,DILR/logic-investment,1
DILR,DILR-5,1,mcsc,markdown,"Units produced by a factory in each quarter
| Product | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Steel | 400 | 500 | 600 |
| Cement | 300 | 300 | 450 |
| Glass | 200 | 250 | 200 |
| Wood | 100 | 150 | 250 |

Production cost per unit (in rupees)
| Product | Rate |
|---|--:|
| Steel | 50 |
| Cement | 40 |
| Glass | 60 |
| Wood | 30 |

**What was the total number of Steel units produced across the three quarters?**",,160,,,,1,,1500,1050,1100,1300,,,DILR/di-table,0.5
DILR,DILR-5,2,mcsc,markdown,"Units produced by a factory in each quarter
| Product | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Steel | 400 | 500 | 600 |
| Cement | 300 | 300 | 450 |
| Glass | 200 | 250 | 200 |
| Wood | 100 | 150 | 250 |

Production cost per unit (in rupees)
| Product | Rate |
|---|--:|
| Steel | 50 |
| Cement | 40 |
| Glass | 60 |
| Wood | 30 |

**By what percentage did Steel production increase from Q1 to Q3?**",,200,,,,4,,20,200,33,50,,,DILR/di-table,0.5
DILR,DILR-5,3,mcsc,markdown,"Units produced by a factory in each quarter
| Product | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Steel | 400 | 500 | 600 |
| Cement | 300 | 300 | 450 |
| Glass | 200 | 250 | 200 |
| Wood | 100 | 150 | 250 |

Production cost per unit (in rupees)
| Product | Rate |
|---|--:|
| Steel | 50 |
| Cement | 40 |
| Glass | 60 |
| Wood | 30 |

**What was the average quarterly production of Cement over the three quarters?**",,190,,,,3,,300,1050,350,375,,,DILR/di-table,0.5
DILR,DILR-5,4,mcsc,markdown,"Units produced by a factory in each quarter
| Product | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Steel | 400 | 500 | 600 |
| Cement | 300 | 300 | 450 |
| Glass | 200 | 250 | 200 |
| Wood | 100 | 150 | 250 |

Production cost per unit (in rupees)
| Product | Rate |
|---|--:|
| Steel | 50 |
| Cement | 40 |
| Glass | 60 |
| Wood | 30 |

**What is the largest single value of units produced by any one product in any one quarter?**",,160,,,,4,,500,450,250,600,,,DILR/di-table,0.5
DILR,DILR-5,5,mcsc,markdown,"Units produced by a factory in each quarter
| Product | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Steel | 400 | 500 | 600 |
| Cement | 300 | 300 | 450 |
| Glass | 200 | 250 | 200 |
| Wood | 100 | 150 | 250 |

Production cost per unit (in rupees)
| Product | Rate |
|---|--:|
| Steel | 50 |
| Cement | 40 |
| Glass | 60 |
| Wood | 30 |

**What was the total production cost (in rupees) of all four products in Q1?**",,250,,,,1,,47000,44000,1000,50000,,,DILR/di-table,0.5
QA,QA-MCQ-1,1,mcsc,text,A shopkeeper buys an article for 80 euros and sells it for 100 euros. What is the profit percentage?,,60,,,,4,,20%,80%,125%,25%,,,QA/quant,0
QA,QA-MCQ-2,1,mcsc,text,"The ratio of boys to girls in a class is 3 : 5. If there are 20 girls, how many boys are there?",,60,,,,4,,33 boys,15 boys,8 boys,12 boys,,,QA/quant,0
QA,QA-MCQ-3,1,mcsc,text,"What is the average of the five numbers 4, 8, 10, 12 and 16?",,65,,,,1,,10,50,12,8,,,QA/quant,0
QA,QA-MCQ-4,1,mcsc,text,A circle has radius 7 cm. What is its area? (use pi = 22/7),,70,,,,2,,44 cm^2,154 cm^2,616 cm^2,49 cm^2,,,QA/quant,0
QA,QA-MCQ-5,1,mcsc,text,Solve for x: 3x + 7 = 22.,,55,,,,3,,29/3,9,5,15,,,QA/quant,0
QA,QA-MCQ-6,1,mcsc,text,A car travels 150 km in 3 hours. What is its average speed?,,55,,,,1,,50 km/h,450 km/h,75 km/h,2 km/h,,,QA/quant,0
QA,QA-MCQ-7,1,mcsc,text,"An article marked at 500 euros is sold after a 20% discount, and the seller still makes a 25% profit on cost. What was the cost price?",,150,,,,3,,400 euros,333 euros,320 euros,300 euros,,,QA/quant,0.5
QA,QA-MCQ-8,1,mcsc,text,A sum of 8000 euros is invested at 10% per annum compound interest. What is the amount after 2 years?,,160,,,,4,,1680 euros,9700 euros,9600 euros,9680 euros,,,QA/quant,0.5
QA,QA-MCQ-9,1,mcsc,text,"Pipe A fills a tank in 12 hours and pipe B fills it in 6 hours. If both pipes are opened together, how long do they take to fill the tank?",,140,,,,1,,4 hours,9 hours,18 hours,3 hours,,,QA/quant,0.5
QA,QA-MCQ-10,1,mcsc,text,When a positive integer n is divided by 7 the remainder is 4. What is the remainder when 3n is divided by 7?,,155,,,,4,,4,12,2,5,,,QA/quant,0.5
QA,QA-MCQ-11,1,mcsc,text,"The HCF of two numbers is 6 and their LCM is 180. If one number is 36, what is the other number?",,150,,,,1,,30,180,1080,5,,,QA/quant,0.5
QA,QA-MCQ-12,1,mcsc,text,A bag contains 4 red and 6 blue balls. Two balls are drawn at random without replacement. What is the probability that both are red?,,165,,,,1,,2/15,4/25,1/5,2/9,,,QA/quant,0.5
QA,QA-MCQ-13,1,mcsc,text,How many distinct arrangements can be made using all the letters of the word LEVEL?,,145,,,,2,,120,30,60,20,,,QA/quant,0.5
QA,QA-MCQ-14,1,mcsc,text,"In a group of 50 people, 30 like tea and 25 like coffee. If 10 like neither, how many like both tea and coffee?",,150,,,,2,,5,15,55,40,,,QA/quant,0.5
QA,QA-MCQ-15,1,mcsc,text,The third term of an arithmetic progression is 11 and the seventh term is 27. What is the first term?,,160,,,,4,,5,4,7,3,,,QA/quant,0.5
QA,QA-MCQ-16,1,mcsc,text,"Two trains start at the same time from stations A and B, 330 km apart, moving towards each other at 60 km/h and 50 km/h. How far from A do they meet?",,230,,,,1,,180 km,150 km,165 km,110 km,,,QA/quant,1
QA,QA-MCQ-17,1,mcsc,text,"Vessel A holds 40 litres of a mixture with milk and water in the ratio 3 : 1, and vessel B holds 20 litres in the ratio 1 : 1. If both are poured into one vessel, what is the ratio of milk to water in the new mixture?",,250,,,,1,,2 : 1,4 : 3,5 : 3,3 : 2,,,QA/quant,1
QA,QA-MCQ-18,1,mcsc,text,A rectangular garden is 40 m long and 30 m wide. A path of uniform width 2 m runs all around it on the inside. What is the area of the path?,,240,,,,3,,280 m^2,144 m^2,264 m^2,536 m^2,,,QA/quant,1
QA,QA-TITA-1,1,tita,text,Evaluate the expression (2^5 × 2^3) ÷ 2^4. Type your answer as an integer.,16,75,,,,,,,,,,,,QA/quant,0
QA,QA-TITA-2,1,tita,text,"An item is priced at 80 euros. Its price is first increased by 25%, then the new price is decreased by 20%. What is the final price, in euros? Type your answer as an integer.",80,85,,,,,,,,,,,,QA/quant,0
QA,QA-TITA-3,1,tita,text,"Using the digits 1, 2, 3, 4 and 5 without repetition, how many three-digit numbers divisible by 5 can be formed? Type your answer as an integer.",12,140,,,,,,,,,,,,QA/quant,0.5
QA,QA-TITA-4,1,tita,text,"In a class, 30 students study French and 25 study German. Exactly 10 students study both languages. How many students study exactly one of the two languages? Type your answer as an integer.",35,120,,,,,,,,,,,,QA/quant,0.5
QA,QA-TITA-5,1,tita,text,In an arithmetic progression the first term is 7 and the common difference is 5. What is the value of the 12th term? Type your answer as an integer.,62,115,,,,,,,,,,,,QA/quant,0.5
QA,QA-TITA-6,1,tita,text,"A vessel contains 64 litres of pure wine. 16 litres are drawn out and replaced with water; this operation (drawing 16 litres of the mixture and replacing it with water) is performed two more times, for a total of three times. How many litres of pure wine remain in the vessel? Type your answer as an integer.",27,250,,,,,,,,,,,,QA/quant,1
