section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
DILR,DILR-3,4,mcsc,markdown,"Genre-wise Film Releases and Ratings (last year)
| Genre | Releases | Avg Rating (of 10) | Box Office (Rs crore) |
|---|--:|--:|--:|
| Drama | 14 | 7.5 | 300 |
| Comedy | 15 | 6.0 | 375 |
| Thriller | 8 | 8.5 | 200 |
| Romance | 12 | 6.5 | 240 |
| Action | 6 | 7.0 | 180 |

**The engagement score of a genre is its number of releases multiplied by its average rating. Which genre has the highest engagement score?**",,320,,,,3,,Comedy,Thriller,Drama,Romance,,,DILR/di-table,1
DILR,DILR-4,1,mcsc,markdown,"Box-office collections (Rs crore) by studio across three years.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-09/DILR-4_0.png)

**What was the combined 2023 box-office collection of all three studios?**",,210,,,,4,,Rs 320 crore,Rs 180 crore,Rs 240 crore,Rs 350 crore,,,DILR/di-graph,0.5
DILR,DILR-4,2,mcsc,markdown,"Box-office collections (Rs crore) by studio across three years.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-09/DILR-4_0.png)

**Which studio collected the most across the three years, and what was that total?**",,215,,,,3,,Lumen (Rs 350 crore),Nova (Rs 180 crore),Lumen (Rs 320 crore),Apex (Rs 270 crore),,,DILR/di-graph,0.5
DILR,DILR-4,3,mcsc,markdown,"Box-office collections (Rs crore) by studio across three years.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-09/DILR-4_0.png)

**By what percentage did Nova's collection grow from 2021 to 2023?**",,315,,,,1,,125%,100%,55.56%,80%,,,DILR/di-graph,1
DILR,DILR-4,4,mcsc,markdown,"Box-office collections (Rs crore) by studio across three years.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-09/DILR-4_0.png)

**By what percentage did the combined collection of all three studios rise from 2021 to 2023?**",,320,,,,4,,170%,100%,48.57%,94.44%,,,DILR/di-graph,1
DILR,DILR-5,1,mcsc,markdown,"A studio releases four films, Nova, Onyx, Pulse and Quill, over four consecutive weeks, from Week 1 to Week 4. Each film is released in exactly one week, and each is distributed in exactly one region, chosen from North, South, East and West. No two films share a week, and no two films share a region.

- Onyx is distributed in the East, Nova in the South, and Quill in the West.
- Pulse is released in Week 3.
- Nova is released in the week immediately before Pulse.
- The film distributed in the West is released in a later week than the film distributed in the East.

**In which week is Onyx released?**",,210,,,,1,,Week 1,Week 3,Week 4,Week 2,,,DILR/logic,0.5
DILR,DILR-5,2,mcsc,markdown,"A studio releases four films, Nova, Onyx, Pulse and Quill, over four consecutive weeks, from Week 1 to Week 4. Each film is released in exactly one week, and each is distributed in exactly one region, chosen from North, South, East and West. No two films share a week, and no two films share a region.

- Onyx is distributed in the East, Nova in the South, and Quill in the West.
- Pulse is released in Week 3.
- Nova is released in the week immediately before Pulse.
- The film distributed in the West is released in a later week than the film distributed in the East.

**Which film is distributed in the North region?**",,195,,,,2,,Quill,Pulse,Onyx,Nova,,,DILR/logic,0.5
DILR,DILR-5,3,mcsc,markdown,"A studio releases four films, Nova, Onyx, Pulse and Quill, over four consecutive weeks, from Week 1 to Week 4. Each film is released in exactly one week, and each is distributed in exactly one region, chosen from North, South, East and West. No two films share a week, and no two films share a region.

- Onyx is distributed in the East, Nova in the South, and Quill in the West.
- Pulse is released in Week 3.
- Nova is released in the week immediately before Pulse.
- The film distributed in the West is released in a later week than the film distributed in the East.

**Which one of the following statements is true?**",,320,,,,2,,Pulse comes out in a later week than Quill does now.,The South film is released before the North film.,The East-region film is released during Week 2 here.,Nova is the film released in the West region overall.,,,DILR/logic,1
QA,QA-MCQ-1,1,mcsc,text,A trader buys an article for Rs 800 and sells it for Rs 1000. What is his profit percentage?,,120,,,,4,,22%,30%,20%,25%,,,QA/quant,0
QA,QA-MCQ-2,1,mcsc,text,Three numbers are in the ratio 2 : 3 : 5 and their sum is 300. What is the largest of the three numbers?,,110,,,,3,,60,90,150,100,,,QA/quant,0
QA,QA-MCQ-3,1,mcsc,text,"The average of five numbers is 18. When a sixth number is included, the average of all six numbers becomes 20. What is the sixth number?",,130,,,,2,,22,30,38,20,,,QA/quant,0
QA,QA-MCQ-4,1,mcsc,text,A bus travels at a constant speed of 54 km/h. How far does it travel in 40 minutes?,,115,,,,3,,54 km,45 km,36 km,40 km,,,QA/quant,0
QA,QA-MCQ-5,1,mcsc,text,What is the smallest positive number that is divisible by both 8 and 12?,,120,,,,2,,4,24,96,48,,,QA/quant,0
QA,QA-MCQ-6,1,mcsc,text,"A can finish a piece of work in 10 days and B can finish the same work in 15 days. Working together, in how many days will they complete the work?",,240,,,,3,,12.5,5,6,25,,,QA/quant,0.5
QA,QA-MCQ-7,1,mcsc,text,"A sum of Rs 6250 is invested at 8% per annum, compounded annually. What is the compound interest earned after 2 years?",,260,,,,1,,Rs 1040,Rs 1000,Rs 1080,Rs 500,,,QA/quant,0.5
QA,QA-MCQ-8,1,mcsc,text,In how many distinct ways can all the letters of the word LEVEL be arranged?,,230,,,,3,,20,120,30,60,,,QA/quant,0.5
QA,QA-MCQ-9,1,mcsc,text,"A solid cylinder has radius 7 cm and height 10 cm. Taking π = 22/7, what is its volume?",,250,,,,3,,1078 cubic cm,440 cubic cm,1540 cubic cm,220 cubic cm,,,QA/quant,0.5
QA,QA-MCQ-10,1,mcsc,text,"If x + 1/x = 5, what is the value of x squared plus 1/x squared?",,235,,,,1,,23,27,10,25,,,QA/quant,0.5
QA,QA-MCQ-11,1,mcsc,text,"What number should replace the question mark in the sequence 2, 6, 12, 20, 30, ?",,230,,,,1,,42,44,40,36,,,QA/quant,0.5
QA,QA-MCQ-12,1,mcsc,text,The difference between the compound interest and the simple interest on a certain sum for 2 years at 8% per annum is Rs 48. What is the sum?,,220,,,,1,,"Rs 7,500","Rs 9,600","Rs 6,000","Rs 8,000",,,QA/quant,0.5
QA,QA-MCQ-13,1,mcsc,text,In what ratio must a trader mix tea costing Rs 200 per kg with tea costing Rs 300 per kg so that the mixture costs Rs 240 per kg?,,210,,,,4,,2 : 3,5 : 3,3 : 5,3 : 2,,,QA/quant,0.5
QA,QA-MCQ-14,1,mcsc,text,"A can complete a task in 12 days and B in 18 days. They work together for 4 days, after which A leaves. In how many more days will B alone finish the remaining task?",,250,,,,3,,9 days,6 days,8 days,10 days,,,QA/quant,0.5
QA,QA-MCQ-15,1,mcsc,text,"The circumference of a circle exceeds its diameter by 30 cm. Taking pi as 22/7, what is the radius of the circle?",,230,,,,2,,14 cm,7 cm,10.5 cm,5 cm,,,QA/quant,0.5
QA,QA-MCQ-16,1,mcsc,text,"How many 3-digit numbers with no repeated digit and formed only from the digits 1, 2, 3, 4 and 5 are even?",,240,,,,4,,12,20,36,24,,,QA/quant,0.5
QA,QA-MCQ-17,1,mcsc,text,How many positive divisors of 3600 are perfect squares?,,320,,,,1,,12,27,18,45,,,QA/quant,1
QA,QA-MCQ-18,1,mcsc,text,"If a and b are the roots of the equation 2x^2 - 5x + 1 = 0, what is the value of a/b + b/a?",,340,,,,4,,23/2,19/2,25/2,21/2,,,QA/quant,1
QA,QA-MCQ-19,1,mcsc,text,A bag holds 5 red balls and 4 blue balls. Three balls are drawn together at random. What is the probability that at least one of them is blue?,,330,,,,1,,37/42,5/6,5/42,10/21,,,QA/quant,1
QA,QA-MCQ-20,1,mcsc,text,"A vessel contains 80 litres of pure milk. 8 litres are drawn off and replaced with water, and then the same operation is performed once more. How much milk is now in the vessel?",,330,,,,2,,64 litres,64.8 litres,72 litres,65.6 litres,,,QA/quant,1
QA,QA-MCQ-21,1,mcsc,text,"What is the sum of the first 20 terms of the series 1 + 3 + 6 + 10 + 15 + ..., whose n-th term is the n-th triangular number?",,350,,,,4,,1240,1330,1450,1540,,,QA/quant,1
QA,QA-MCQ-22,1,mcsc,text,N is a two-digit number. Consider two statements. I: The sum of the digits of N is 12. II: N exceeds the number formed by reversing its digits by 36. Which statements are needed to determine N uniquely?,,360,,,,1,,"Both statements together are needed, not either alone",Statement II about the reversal alone is sufficient here,"Either statement, used on its own, is enough to decide",Statement I about the digit sum alone is sufficient here,,,QA/quant,1
General Awareness,GA-1,1,mcsc,text,"**In India, which honour is regarded as the highest government award for lifetime contribution to cinema?**",,55,,,,2,,National Film Award,Dadasaheb Phalke Award,IIFA Excellence Award,Filmfare Best Film Award,,,GA/entertainment-creative-industry,0
General Awareness,GA-2,1,mcsc,text,**Which set of awards is the most prominent recognition of excellence in television programming?**,,50,,,,3,,The Academy Awards,The Grammy Awards,The Emmy Awards,The Tony Awards,,,GA/entertainment-creative-industry,0
General Awareness,GA-3,1,mcsc,text,"**Studio Ghibli, the animation house behind films such as ""Spirited Away"", is based in which country?**",,55,,,,2,,China,Japan,South Korea,United States,,,GA/entertainment-creative-industry,0
General Awareness,GA-4,1,mcsc,text,"**In film and music, the abbreviation ""OST"" most commonly stands for:**",,85,,,,3,,Optical sound test,Official studio take,Original soundtrack,Orchestral score tape,,,GA/entertainment-creative-industry,0.5
General Awareness,GA-5,1,mcsc,text,"**In India, which statutory body certifies films for public exhibition?**",,90,,,,2,,National Film Development Corporation,Central Board of Film Certification,Press Council of India,Film and Television Institute of India,,,GA/entertainment-creative-industry,0.5
General Awareness,GA-6,1,mcsc,text,**Doordarshan and All India Radio operate under which public broadcasting body?**,,90,,,,4,,Films Division of India,National Book Trust,Sangeet Natak Akademi,Prasar Bharati,,,GA/entertainment-creative-industry,0.5
General Awareness,GA-7,1,mcsc,text,"**In the entertainment industry, the Tony Awards are the highest honours in which field?**",,85,,,,3,,Recorded music,Network television,Broadway theatre,Feature films,,,GA/entertainment-creative-industry,0.5
General Awareness,GA-8,1,mcsc,text,"**In film and visual effects work, the abbreviation ""CGI"" stands for:**",,90,,,,4,,Colour grading instrument,Cinematic graphics interface,Central gaming index,Computer-generated imagery,,,GA/entertainment-creative-industry,0.5
General Awareness,GA-9,1,mcsc,text,"**The show-business term ""EGOT"" describes a person who has won all four of which awards?**",,115,,,,4,,"Emmy, Grammy, Oscar and BAFTA","Emmy, Golden Globe, Oscar and Tony","Emmy, Grammy, Obie and Tony","Emmy, Grammy, Oscar and Tony",,,GA/entertainment-creative-industry,1
General Awareness,GA-10,1,mcsc,text,**The Clio Awards are among the most prestigious international honours in which creative field?**,,120,,,,2,,Architecture,Advertising,Journalism,Photography,,,GA/entertainment-creative-industry,1
