section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
DILR,DILR-3,2,mcsc,markdown,"**Study the data given below and answer the question that follows.**

A regional juice company sells three flavours, Mango, Guava and Litchi, at four riverside kiosks named P, Q, R and S. Table 1 gives the number of bottles sold and Table 2 gives the selling price of each bottle. All bottle counts are in thousands of bottles; all prices are in rupees per bottle; revenue = bottles sold x price per bottle, so each revenue figure comes out in thousands of rupees.

Table 1: Bottles sold (in thousands)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 12 | 8 | 10 | 6 |
| Guava | 5 | 9 | 7 | 4 |
| Litchi | 8 | 6 | 5 | 9 |

Table 2: Price per bottle (in rupees)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 25 | 25 | 30 | 30 |
| Guava | 20 | 20 | 20 | 20 |
| Litchi | 15 | 15 | 10 | 10 |

**What was the total revenue (in thousands of rupees) generated by kiosk P?**",,220,,,,3,,540 thousand,470 thousand,520 thousand,500 thousand,,,DILR/di-table,0.5
DILR,DILR-3,3,mcsc,markdown,"**Study the data given below and answer the question that follows.**

A regional juice company sells three flavours, Mango, Guava and Litchi, at four riverside kiosks named P, Q, R and S. Table 1 gives the number of bottles sold and Table 2 gives the selling price of each bottle. All bottle counts are in thousands of bottles; all prices are in rupees per bottle; revenue = bottles sold x price per bottle, so each revenue figure comes out in thousands of rupees.

Table 1: Bottles sold (in thousands)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 12 | 8 | 10 | 6 |
| Guava | 5 | 9 | 7 | 4 |
| Litchi | 8 | 6 | 5 | 9 |

Table 2: Price per bottle (in rupees)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 25 | 25 | 30 | 30 |
| Guava | 20 | 20 | 20 | 20 |
| Litchi | 15 | 15 | 10 | 10 |

**What was the combined revenue of the Mango flavour (in thousands of rupees) across all four kiosks?**",,220,,,,4,,880 thousand,1000 thousand,900 thousand,980 thousand,,,DILR/di-table,0.5
DILR,DILR-3,4,mcsc,markdown,"**Study the data given below and answer the question that follows.**

A regional juice company sells three flavours, Mango, Guava and Litchi, at four riverside kiosks named P, Q, R and S. Table 1 gives the number of bottles sold and Table 2 gives the selling price of each bottle. All bottle counts are in thousands of bottles; all prices are in rupees per bottle; revenue = bottles sold x price per bottle, so each revenue figure comes out in thousands of rupees.

Table 1: Bottles sold (in thousands)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 12 | 8 | 10 | 6 |
| Guava | 5 | 9 | 7 | 4 |
| Litchi | 8 | 6 | 5 | 9 |

Table 2: Price per bottle (in rupees)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 25 | 25 | 30 | 30 |
| Guava | 20 | 20 | 20 | 20 |
| Litchi | 15 | 15 | 10 | 10 |

**In how many of the twelve flavour-kiosk cells did the revenue exceed 150 thousand rupees?**",,240,,,,3,,3 cells,4 cells,5 cells,6 cells,,,DILR/di-table,0.5
DILR,DILR-4,1,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four employees, Arjun, Bela, Carlos and Diana, each attended a one-day training session. The sessions were held on four different days: Monday, Tuesday, Wednesday and Thursday, one employee per day.

- Arjun trained on an earlier day than Bela.
- Carlos trained exactly two days after Diana.
- Diana did not train on Monday.

**On which day did Arjun train?**",,200,,,,2,,Thursday,Monday,Tuesday,Wednesday,,,DILR/logic-investment,0.5
DILR,DILR-4,2,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four employees, Arjun, Bela, Carlos and Diana, each attended a one-day training session. The sessions were held on four different days: Monday, Tuesday, Wednesday and Thursday, one employee per day.

- Arjun trained on an earlier day than Bela.
- Carlos trained exactly two days after Diana.
- Diana did not train on Monday.

**Who trained on Wednesday?**",,200,,,,4,,Diana,Carlos,Arjun,Bela,,,DILR/logic-investment,0.5
DILR,DILR-4,3,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four employees, Arjun, Bela, Carlos and Diana, each attended a one-day training session. The sessions were held on four different days: Monday, Tuesday, Wednesday and Thursday, one employee per day.

- Arjun trained on an earlier day than Bela.
- Carlos trained exactly two days after Diana.
- Diana did not train on Monday.

**Who trained on the day immediately before Carlos?**",,230,,,,3,,Arjun,"No one, Carlos trained on the first day",Bela,Diana,,,DILR/logic-investment,1
DILR,DILR-5,1,mcsc,markdown,"**Study the data given below and answer the question that follows.**

The grouped bar chart below shows the number of units sold by three solar lamp models, Solaris, Lumen and Vireo, in the years 2022, 2023 and 2024. All figures are in thousands of units, so a bar of height 40 means 40 thousand units were sold.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-31/DILR-5_0.png)

**How many units in total (in thousands) were sold across all three models in 2023?**",,150,,,,4,,115 thousand,130 thousand,110 thousand,120 thousand,,,DILR/di-graph,0.5
DILR,DILR-5,2,mcsc,markdown,"**Study the data given below and answer the question that follows.**

The grouped bar chart below shows the number of units sold by three solar lamp models, Solaris, Lumen and Vireo, in the years 2022, 2023 and 2024. All figures are in thousands of units, so a bar of height 40 means 40 thousand units were sold.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-31/DILR-5_0.png)

**By what percentage did the units sold of Solaris grow from 2022 to 2024?**",,170,,,,1,,50 percent,33 percent,20 percent,40 percent,,,DILR/di-graph,0.5
DILR,DILR-5,3,mcsc,markdown,"**Study the data given below and answer the question that follows.**

The grouped bar chart below shows the number of units sold by three solar lamp models, Solaris, Lumen and Vireo, in the years 2022, 2023 and 2024. All figures are in thousands of units, so a bar of height 40 means 40 thousand units were sold.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-31/DILR-5_0.png)

**In which year were the total units sold across all three models the highest?**",,180,,,,3,,Equal in 2023 and 2024,2022,2024,2023,,,DILR/di-graph,0.5
DILR,DILR-5,4,mcsc,markdown,"**Study the data given below and answer the question that follows.**

The grouped bar chart below shows the number of units sold by three solar lamp models, Solaris, Lumen and Vireo, in the years 2022, 2023 and 2024. All figures are in thousands of units, so a bar of height 40 means 40 thousand units were sold.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-31/DILR-5_0.png)

**What is the ratio of Lumen units sold in 2024 to Vireo units sold in 2022?**",,170,,,,1,,5 : 2,5 : 3,3 : 1,2 : 1,,,DILR/di-graph,0.5
DILR,DILR-5,5,mcsc,markdown,"**Study the data given below and answer the question that follows.**

The grouped bar chart below shows the number of units sold by three solar lamp models, Solaris, Lumen and Vireo, in the years 2022, 2023 and 2024. All figures are in thousands of units, so a bar of height 40 means 40 thousand units were sold.

![chart](https://s13n-curr-images-bucket.s3.ap-south-1.amazonaws.com/imat/2026-07-31/DILR-5_0.png)

**What was the average number of units (in thousands) sold per model in 2024?**",,160,,,,3,,45 thousand,48 thousand,50 thousand,55 thousand,,,DILR/di-graph,0.5
QA,QA-MCQ-1,1,mcsc,text,"In a class of 250 students, 36% opted for the science club. How many students opted for the science club?",,70,,,,1,,90,214,160,36,,,QA/quant,0
QA,QA-MCQ-2,1,mcsc,text,A shopkeeper buys a bag for 400 rupees and sells it for 460 rupees. What is the profit percentage?,,75,,,,2,,13%,15%,12%,60%,,,QA/quant,0
QA,QA-MCQ-3,1,mcsc,text,"Two numbers are in the ratio 3 : 5, and their sum is 96. What is the larger number?",,80,,,,3,,48,36,60,58,,,QA/quant,0
QA,QA-MCQ-4,1,mcsc,text,The average of five numbers is 24. What is their total sum?,,60,,,,2,,24,120,100,29,,,QA/quant,0
QA,QA-MCQ-5,1,mcsc,text,A sum of 2000 rupees is invested at 6% simple interest per year. What is the interest earned in one year?,,70,,,,1,,120,2120,60,112,,,QA/quant,0
QA,QA-MCQ-6,1,mcsc,text,A rectangular garden is 14 metres long and 9 metres wide. What is its perimeter?,,70,,,,4,,52,126,23,46,,,QA/quant,0
QA,QA-MCQ-7,1,mcsc,text,"A car travels 165 kilometres in 3 hours, then 120 kilometres in 2 hours. What is its average speed for the whole journey?",,200,,,,2,,55,57,60,56,,,QA/quant,0.5
QA,QA-MCQ-8,1,mcsc,text,"The smallest number that is exactly divisible by 8, 12, and 18 is:",,210,,,,4,,144,36,24,72,,,QA/quant,0.5
QA,QA-MCQ-9,1,mcsc,text,"A shirt is marked at 800 rupees. After a discount of 15%, the shopkeeper still makes a profit of 20% on the cost price. What was the cost price?",,230,,,,1,,567,600,680,544,,,QA/quant,0.5
QA,QA-MCQ-10,1,mcsc,text,"A sum of Rs 8000 is invested at 10% per annum compound interest, compounded annually. What is the compound interest earned at the end of 2 years?",,130,,,,4,,Rs 1600,Rs 968,Rs 1728,Rs 1680,,,QA/quant,0.5
QA,QA-MCQ-11,1,mcsc,text,"Pipe A can fill a tank in 12 hours and pipe B can fill the same tank in 18 hours. If both pipes are opened together, how long will they take to fill the tank?",,120,,,,4,,7.5 hours,15 hours,6 hours,7.2 hours,,,QA/quant,0.5
QA,QA-MCQ-12,1,mcsc,text,A 40-litre mixture contains milk and water in the ratio 3:1. How many litres of water must be added so that the ratio of milk to water becomes 3:2?,,140,,,,2,,5 litres,10 litres,20 litres,8 litres,,,QA/quant,0.5
QA,QA-MCQ-13,1,mcsc,text,Two fair six-sided dice are rolled together. What is the probability that the sum of the two numbers shown is exactly 8?,,130,,,,2,,1/9,5/36,1/6,7/36,,,QA/quant,0.5
QA,QA-MCQ-14,1,mcsc,text,In how many distinct ways can all the letters of the word BANANA be arranged?,,120,,,,4,,720,120,360,60,,,QA/quant,0.5
QA,QA-MCQ-15,1,mcsc,text,A solid sphere has a radius of 3 cm. What is its volume?,,110,,,,1,,36π cm³,27π cm³,12π cm³,9π cm³,,,QA/quant,0.5
QA,QA-MCQ-16,1,mcsc,text,"A certain sum invested at compound interest, compounded annually, amounts to Rs 4840 in 2 years and to Rs 5324 in 3 years. What was the original sum invested?",,210,,,,3,,Rs 3993,Rs 4400,Rs 4000,Rs 4200,,,QA/quant,1
QA,QA-MCQ-17,1,mcsc,text,In an arithmetic progression the third term is 12 and the seventh term is 24. What is the sum of the first 10 terms of this progression?,,220,,,,1,,195,165,210,180,,,QA/quant,1
QA,QA-MCQ-18,1,mcsc,text,"In a group of 120 students, 70 like tea, 80 like coffee, and 20 like neither tea nor coffee. How many students like both tea and coffee?",,190,,,,3,,40,30,50,60,,,QA/quant,1
QA,QA-TITA-1,1,tita,text,Find the value of the expression (2^5 x 3^2) divided by (2^3 x 3).,12,120,,,,,,,,,,,,QA/quant,0
QA,QA-TITA-2,1,tita,text,A train travels at a constant speed of 72 kilometres per hour. Express this speed in metres per second.,20,110,,,,,,,,,,,,QA/quant,0
QA,QA-TITA-3,1,tita,text,"In an election between two candidates, the winner secured 60 percent of the total valid votes and won by a margin of 4800 votes. Find the total number of valid votes polled.",24000,210,,,,,,,,,,,,QA/quant,0.5
QA,QA-TITA-4,1,tita,text,**How many positive integer factors does 180 have?**,18,220,,,,,,,,,,,,QA/quant,0.5
QA,QA-TITA-5,1,tita,text,"In a group of students, 60 like tea, 50 like coffee, and 20 like both tea and coffee. How many students like exactly one of the two drinks?",70,200,,,,,,,,,,,,QA/quant,0.5
QA,QA-TITA-6,1,tita,text,Find the remainder when 7 raised to the power 103 is divided by 100.,43,300,,,,,,,,,,,,QA/quant,1
